state,area,year,quarter,medianAcreage,nominalPrice,nominalPercent,nominalGrowth,realPrice,realPercent,annualVolume,qtrVolume
Texas,Rolling Plains - Central (LMA 7),1974,0,200,234,23.16,5.98,157,12.96,187,null
Texas,Rolling Plains - Central (LMA 7),1975,0,170,250,6.84,9.47,153,-2.18,116,null
Texas,Rolling Plains - Central (LMA 7),1976,0,186,250,0,8.27,145,-5.23,167,null
Texas,Rolling Plains - Central (LMA 7),1977,0,200,286,14.4,8.87,156,7.72,171,null
Texas,Rolling Plains - Central (LMA 7),1978,0,190,330,15.38,11.67,169,7.82,135,null
Texas,Rolling Plains - Central (LMA 7),1979,0,178,347,5.15,8.2,164,-2.94,100,null
Texas,Rolling Plains - Central (LMA 7),1980,0,208,400,15.27,9.86,173,5.71,84,null
Texas,Rolling Plains - Central (LMA 7),1981,0,160,524,31,15.95,207,19.68,78,null
Texas,Rolling Plains - Central (LMA 7),1982,0,196,567,8.21,14.67,211,1.91,67,null
Texas,Rolling Plains - Central (LMA 7),1983,0,192,550,-3,10.76,197,-6.63,76,null
Texas,Rolling Plains - Central (LMA 7),1984,0,190,531,-3.45,8.88,184,-6.83,73,null
Texas,Rolling Plains - Central (LMA 7),1985,0,160,525,-1.13,5.59,176,-4.16,72,null
Texas,Rolling Plains - Central (LMA 7),1986,0,162,473,-9.9,-2.03,155,-11.69,60,null
Texas,Rolling Plains - Central (LMA 7),1987,0,208,404,-14.59,-6.55,130,-16.64,87,null
Texas,Rolling Plains - Central (LMA 7),1988,0,198,375,-7.18,-7.37,116,-10.34,94,null
Texas,Rolling Plains - Central (LMA 7),1989,0,168,350,-6.67,-8,104,-10.19,90,null
Texas,Rolling Plains - Central (LMA 7),1990,0,219,340,-2.72,-8.3,98,-6.24,102,null
Texas,Rolling Plains - Central (LMA 7),1991,0,180,375,10.14,-4.54,104,6.54,73,null
Texas,Rolling Plains - Central (LMA 7),1992,0,240,350,-6.67,-2.83,95,-8.74,149,null
Texas,Rolling Plains - Central (LMA 7),1993,0,203,332,-5.14,-2.41,88,-7.34,107,null
Texas,Rolling Plains - Central (LMA 7),1994,0,178,334,0.75,-0.9,87,-1.35,118,null
Texas,Rolling Plains - Central (LMA 7),1995,0,209,349,4.33,0.5,89,2.19,100,null
Texas,Rolling Plains - Central (LMA 7),1996,0,162,375,7.45,0,94,5.52,85,null
Texas,Rolling Plains - Central (LMA 7),1997,0,218,375,0,1.39,92,-1.7,114,null
Texas,Rolling Plains - Central (LMA 7),1998,0,210,350,-6.67,1.06,85,-7.7,111,null
Texas,Rolling Plains - Central (LMA 7),1999,0,166,350,0,0.91,84,-1.42,117,null
Texas,Rolling Plains - Central (LMA 7),2000,0,200,375,7.14,1.45,88,4.8,101,null
Texas,Rolling Plains - Central (LMA 7),2001,0,164,454,21.16,3.91,104,18.56,50,null
Texas,Rolling Plains - Central (LMA 7),2002,0,258,400,-11.96,1.3,90,-13.33,54,null
Texas,Rolling Plains - Central (LMA 7),2003,0,217,481,20.13,6.54,106,17.95,118,null
Texas,Rolling Plains - Central (LMA 7),2004,0,209,531,10.55,8.7,115,7.66,221,null
Texas,Rolling Plains - Central (LMA 7),2005,0,230,549,3.28,7.91,115,0.16,222,null
Texas,Rolling Plains - Central (LMA 7),2006,0,240,650,18.47,7.42,132,14.98,201,null
Texas,Rolling Plains - Central (LMA 7),2007,0,209,872,34.2,16.87,173,30.69,181,null
Texas,Rolling Plains - Central (LMA 7),2008,0,223,956,9.55,14.74,185,7.45,123,null
Texas,Rolling Plains - Central (LMA 7),2009,0,198,1053,10.19,14.66,203,9.36,106,null
Texas,Rolling Plains - Central (LMA 7),2010,0,171,982,-6.69,12.36,187,-7.77,108,null
Texas,Rolling Plains - Central (LMA 7),2011,0,180,1003,2.12,9.07,187,0.03,84,null
Texas,Rolling Plains - Central (LMA 7),2012,0,220,999,-0.42,2.75,183,-2.3,113,null
Texas,Rolling Plains - Central (LMA 7),2013,0,165,1203,20.4,4.71,216,18.33,90,null
Texas,Rolling Plains - Central (LMA 7),2014,0,220,1161,-3.5,1.97,205,-5.25,97,null
Texas,Rolling Plains - Central (LMA 7),2015,0,229,1350,16.31,6.56,236,15.21,111,null
Texas,Rolling Plains - Central (LMA 7),2016,0,161,1349,-0.04,6.11,234,-1.08,119,null
Texas,Rolling Plains - Central (LMA 7),2017,0,213,1279,-5.23,5.06,217,-6.97,151,null
Texas,Rolling Plains - Central (LMA 7),2018,0,166,1286,0.53,1.34,213,-1.83,156,null
Texas,Rolling Plains - Central (LMA 7),2019,0,299,1382,7.46,3.55,225,5.57,108,null
Texas,Rolling Plains - Central (LMA 7),2020,0,188,1691,22.42,4.61,272,20.97,178,null
Texas,Trans - Pecos (LMA 8),1971,0,13490,26,-5.45,7.63,21,-10.01,26,null
Texas,Trans - Pecos (LMA 8),1972,0,10400,25,-3.85,8.09,19,-7.82,41,null
Texas,Trans - Pecos (LMA 8),1973,0,13000,35,40,11.84,26,32.72,21,null
Texas,Trans - Pecos (LMA 8),1974,0,13125,40,14.29,13.75,27,4.82,29,null
Texas,Trans - Pecos (LMA 8),1975,0,9224,87,117.5,25.9,53,99.15,null,null
Texas,Trans - Pecos (LMA 8),1976,0,6034,56,-35.63,16.59,33,-39,null,null
Texas,Trans - Pecos (LMA 8),1977,0,10998,65,16.07,21.06,36,9.3,null,null
Texas,Trans - Pecos (LMA 8),1978,0,11162,62,-4.62,12.12,32,-10.86,null,null
Texas,Trans - Pecos (LMA 8),1979,0,8960,90,45.16,17.61,42,34,null,null
Texas,Trans - Pecos (LMA 8),1980,0,6377,135,50,9.18,58,37.55,null,null
Texas,Trans - Pecos (LMA 8),1981,0,9034,85,-37.04,8.7,34,-42.48,22,null
Texas,Trans - Pecos (LMA 8),1982,0,8666,83,-2.35,5.01,31,-8.03,null,null
Texas,Trans - Pecos (LMA 8),1983,0,4108,128,54.82,15.69,46,49.02,null,null
Texas,Trans - Pecos (LMA 8),1984,0,6722,142,10.89,9.63,49,7.02,null,null
Texas,Trans - Pecos (LMA 8),1985,0,9090,150,5.26,2.13,50,2.03,null,null
Texas,Trans - Pecos (LMA 8),1986,0,7486,64,-57.33,-5.52,21,-58.18,null,null
Texas,Trans - Pecos (LMA 8),1987,0,11400,68,7.03,-3.77,22,4.46,null,null
Texas,Trans - Pecos (LMA 8),1988,0,8245,74,7.64,-10.52,23,3.97,22,null
Texas,Trans - Pecos (LMA 8),1989,0,5528,75,1.72,-12.05,22,-2.12,null,null
Texas,Trans - Pecos (LMA 8),1990,0,6259,71,-5,-13.83,20,-8.44,24,null
Texas,Trans - Pecos (LMA 8),1991,0,5024,50,-29.82,-4.82,14,-32.12,null,null
Texas,Trans - Pecos (LMA 8),1992,0,7719,60,20,-2.62,16,17.33,20,null
Texas,Trans - Pecos (LMA 8),1993,0,12767,50,-16.67,-7.47,13,-18.6,null,null
Texas,Trans - Pecos (LMA 8),1994,0,4919,54,8,-6.36,14,5.74,32,null
Texas,Trans - Pecos (LMA 8),1995,0,13421,72,33.33,0.21,18,30.59,23,null
Texas,Trans - Pecos (LMA 8),1996,0,7300,57,-20.83,2.66,14,-22.26,null,null
Texas,Trans - Pecos (LMA 8),1997,0,3935,104,81.58,11.52,25,78.5,46,null
Texas,Trans - Pecos (LMA 8),1998,0,7780,95,-8.21,13.7,23,-9.23,33,null
Texas,Trans - Pecos (LMA 8),1999,0,7122,111,16.84,15.5,27,15.18,22,null
Texas,Trans - Pecos (LMA 8),2000,0,7290,128,14.86,12.11,30,12.35,null,null
Texas,Trans - Pecos (LMA 8),2001,0,5065,109,-14.36,13.88,25,-16.21,null,null
Texas,Trans - Pecos (LMA 8),2002,0,8106,90,-17.59,-2.76,20,-18.87,null,null
Texas,Trans - Pecos (LMA 8),2003,0,6697,86,-4.83,-2.05,19,-6.56,null,null
Texas,Trans - Pecos (LMA 8),2004,0,8313,156,82.75,7.11,34,77.96,30,null
Texas,Trans - Pecos (LMA 8),2005,0,8960,132,-15.51,0.73,28,-18.06,null,null
Texas,Trans - Pecos (LMA 8),2006,0,5200,170,28.57,9.26,35,24.79,23,null
Texas,Trans - Pecos (LMA 8),2007,0,2515,315,85.29,28.48,62,80.45,null,null
Texas,Trans - Pecos (LMA 8),2008,0,1626,307,-2.45,29.12,60,-4.32,null,null
Texas,Trans - Pecos (LMA 8),2009,0,1752,325,5.76,15.74,63,4.97,null,null
Texas,Trans - Pecos (LMA 8),2010,0,1300,326,0.35,19.79,62,-0.8,null,null
Texas,Trans - Pecos (LMA 8),2011,0,1920,282,-13.47,10.67,53,-15.24,35,null
Texas,Trans - Pecos (LMA 8),2012,0,1885,360,27.56,2.71,66,25.16,20,null
Texas,Trans - Pecos (LMA 8),2013,0,4997,550,52.92,12.37,99,50.28,24,null
Texas,Trans - Pecos (LMA 8),2014,0,2505,450,-18.26,6.72,79,-19.74,21,null
Texas,Trans - Pecos (LMA 8),2015,0,8306,328,-27.12,0.11,57,-27.81,null,null
Texas,Trans - Pecos (LMA 8),2016,0,1280,375,14.34,5.85,65,13.15,21,null
Texas,Trans - Pecos (LMA 8),2017,0,7032,690,83.88,13.88,117,80.49,38,null
Texas,Trans - Pecos (LMA 8),2018,0,1008,843,22.32,8.91,140,19.46,25,null
Texas,Trans - Pecos (LMA 8),2019,0,6392,700,-17.01,9.24,114,-18.47,36,null
Texas,Trans - Pecos (LMA 8),2020,0,4280,349,-50.2,1.23,56,-50.79,20,null
Texas,Edwards Plateau - West (LMA 9),1971,0,556,91,-23.85,2.61,73,-27.52,81,null
Texas,Edwards Plateau - West (LMA 9),1972,0,640,100,9.89,-1.16,77,5.35,85,null
Texas,Edwards Plateau - West (LMA 9),1973,0,640,150,50,8.45,110,42.19,90,null
Texas,Edwards Plateau - West (LMA 9),1974,0,631,205,36.67,15.44,137,25.35,89,null
Texas,Edwards Plateau - West (LMA 9),1975,0,502,231,12.68,14.09,142,3.17,57,null
Texas,Edwards Plateau - West (LMA 9),1976,0,640,238,3.03,21.2,138,-2.36,61,null
Texas,Edwards Plateau - West (LMA 9),1977,0,602,220,-7.56,17.08,120,-12.96,67,null
Texas,Edwards Plateau - West (LMA 9),1978,0,320,300,36.36,14.87,153,27.43,64,null
Texas,Edwards Plateau - West (LMA 9),1979,0,651,299,-0.33,7.84,141,-8,73,null
Texas,Edwards Plateau - West (LMA 9),1980,0,640,350,17.06,8.67,151,7.34,55,null
Texas,Edwards Plateau - West (LMA 9),1981,0,422,400,14.29,10.94,158,4.41,59,null
Texas,Edwards Plateau - West (LMA 9),1982,0,322,394,-1.62,12.33,147,-7.35,42,null
Texas,Edwards Plateau - West (LMA 9),1983,0,588,450,14.36,8.45,161,10.07,75,null
Texas,Edwards Plateau - West (LMA 9),1984,0,509,425,-5.56,7.29,147,-8.85,65,null
Texas,Edwards Plateau - West (LMA 9),1985,0,357,571,34.35,10.28,191,30.23,68,null
Texas,Edwards Plateau - West (LMA 9),1986,0,528,400,-29.95,0,131,-31.33,70,null
Texas,Edwards Plateau - West (LMA 9),1987,0,878,295,-26.25,-5.6,95,-28.02,80,null
Texas,Edwards Plateau - West (LMA 9),1988,0,398,300,1.69,-7.79,93,-1.77,93,null
Texas,Edwards Plateau - West (LMA 9),1989,0,511,275,-8.29,-8.33,82,-11.76,102,null
Texas,Edwards Plateau - West (LMA 9),1990,0,534,250,-9.13,-15.23,72,-12.42,108,null
Texas,Edwards Plateau - West (LMA 9),1991,0,643,225,-10,-10.87,63,-12.94,114,null
Texas,Edwards Plateau - West (LMA 9),1992,0,764,261,16.12,-2.4,71,13.54,112,null
Texas,Edwards Plateau - West (LMA 9),1993,0,699,250,-4.31,-3.58,66,-6.53,110,null
Texas,Edwards Plateau - West (LMA 9),1994,0,622,300,19.8,1.71,78,17.3,110,null
Texas,Edwards Plateau - West (LMA 9),1995,0,652,331,10.52,5.77,84,8.25,77,null
Texas,Edwards Plateau - West (LMA 9),1996,0,645,288,-12.99,5.06,72,-14.55,83,null
Texas,Edwards Plateau - West (LMA 9),1997,0,800,330,14.58,4.78,81,12.64,87,null
Texas,Edwards Plateau - West (LMA 9),1998,0,520,363,10,7.74,88,8.78,147,null
Texas,Edwards Plateau - West (LMA 9),1999,0,424,387,6.61,5.26,93,5.1,125,null
Texas,Edwards Plateau - West (LMA 9),2000,0,482,427,10.34,5.23,100,7.92,99,null
Texas,Edwards Plateau - West (LMA 9),2001,0,284,479,12.17,10.71,110,9.75,130,null
Texas,Edwards Plateau - West (LMA 9),2002,0,223,500,4.4,8.67,113,2.77,193,null
Texas,Edwards Plateau - West (LMA 9),2003,0,334,534,6.75,8.02,118,4.81,218,null
Texas,Edwards Plateau - West (LMA 9),2004,0,376,625,17.1,10.06,135,14.03,225,null
Texas,Edwards Plateau - West (LMA 9),2005,0,334,761,21.83,12.26,159,18.15,389,null
Texas,Edwards Plateau - West (LMA 9),2006,0,306,879,15.38,12.9,178,11.99,289,null
Texas,Edwards Plateau - West (LMA 9),2007,0,242,1142,30,17.97,226,26.6,233,null
Texas,Edwards Plateau - West (LMA 9),2008,0,403,1250,9.44,18.55,243,7.34,160,null
Texas,Edwards Plateau - West (LMA 9),2009,0,283,1265,1.2,15.14,244,0.44,112,null
Texas,Edwards Plateau - West (LMA 9),2010,0,300,1300,2.77,11.29,247,1.59,119,null
Texas,Edwards Plateau - West (LMA 9),2011,0,295,1208,-7.12,6.57,225,-9.02,100,null
Texas,Edwards Plateau - West (LMA 9),2012,0,264,1250,3.52,1.82,229,1.57,115,null
Texas,Edwards Plateau - West (LMA 9),2013,0,239,1300,4.01,0.79,234,2.21,123,null
Texas,Edwards Plateau - West (LMA 9),2014,0,157,1475,13.46,3.12,260,11.4,120,null
Texas,Edwards Plateau - West (LMA 9),2015,0,215,1400,-5.09,1.49,245,-5.99,203,null
Texas,Edwards Plateau - West (LMA 9),2016,0,210,1575,12.53,5.46,273,11.37,190,null
Texas,Edwards Plateau - West (LMA 9),2017,0,201,1641,4.17,5.6,279,2.25,182,null
Texas,Edwards Plateau - West (LMA 9),2018,0,259,1628,-0.78,4.61,270,-3.11,272,null
Texas,Edwards Plateau - West (LMA 9),2019,0,196,1745,7.19,3.42,284,5.31,286,null
Texas,Edwards Plateau - West (LMA 9),2020,0,203,1900,8.86,6.3,306,7.57,304,null
Texas,Edwards Plateau - South (LMA 10),1971,0,301,232,21.73,3.47,187,15.86,116,null
Texas,Edwards Plateau - South (LMA 10),1972,0,309,250,7.53,4.3,193,3.08,108,null
Texas,Edwards Plateau - South (LMA 10),1973,0,230,375,50,13.06,274,42.19,90,null
Texas,Edwards Plateau - South (LMA 10),1974,0,317,410,9.33,15.44,275,0.28,103,null
Texas,Edwards Plateau - South (LMA 10),1975,0,176,472,15.12,19.83,289,5.41,67,null
Texas,Edwards Plateau - South (LMA 10),1976,0,281,450,-4.66,14.12,261,-9.65,69,null
Texas,Edwards Plateau - South (LMA 10),1977,0,220,600,33.33,19.14,328,25.55,85,null
Texas,Edwards Plateau - South (LMA 10),1978,0,219,600,0,9.86,307,-6.55,90,null
Texas,Edwards Plateau - South (LMA 10),1979,0,230,687,14.5,10.88,324,5.69,108,null
Texas,Edwards Plateau - South (LMA 10),1980,0,258,750,9.17,9.7,325,0.11,90,null
Texas,Edwards Plateau - South (LMA 10),1981,0,202,910,21.33,15.12,360,10.85,99,null
Texas,Edwards Plateau - South (LMA 10),1982,0,213,875,-3.85,7.84,326,-9.44,80,null
Texas,Edwards Plateau - South (LMA 10),1983,0,210,1029,17.6,11.39,369,13.19,87,null
Texas,Edwards Plateau - South (LMA 10),1984,0,232,1022,-0.68,8.27,353,-4.15,110,null
Texas,Edwards Plateau - South (LMA 10),1985,0,208,1218,19.13,10.17,408,15.47,126,null
Texas,Edwards Plateau - South (LMA 10),1986,0,301,800,-34.29,-2.54,263,-35.59,91,null
Texas,Edwards Plateau - South (LMA 10),1987,0,200,680,-15,-4.92,218,-17.04,63,null
Texas,Edwards Plateau - South (LMA 10),1988,0,270,660,-2.94,-8.5,204,-6.25,109,null
Texas,Edwards Plateau - South (LMA 10),1989,0,188,576,-12.73,-10.84,172,-16.03,125,null
Texas,Edwards Plateau - South (LMA 10),1990,0,195,550,-4.51,-14.69,158,-7.97,111,null
Texas,Edwards Plateau - South (LMA 10),1991,0,239,510,-7.25,-8.61,142,-10.28,122,null
Texas,Edwards Plateau - South (LMA 10),1992,0,271,500,-1.98,-5.96,136,-4.16,142,null
Texas,Edwards Plateau - South (LMA 10),1993,0,208,552,10.4,-3.51,147,7.84,144,null
Texas,Edwards Plateau - South (LMA 10),1994,0,244,589,6.7,0.45,153,4.47,160,null
Texas,Edwards Plateau - South (LMA 10),1995,0,209,725,23.09,5.68,185,20.56,115,null
Texas,Edwards Plateau - South (LMA 10),1996,0,258,700,-3.45,6.53,175,-5.18,127,null
Texas,Edwards Plateau - South (LMA 10),1997,0,315,675,-3.57,6.19,166,-5.21,157,null
Texas,Edwards Plateau - South (LMA 10),1998,0,361,693,2.67,4.65,168,1.52,163,null
Texas,Edwards Plateau - South (LMA 10),1999,0,319,710,2.45,3.81,170,1,121,null
Texas,Edwards Plateau - South (LMA 10),2000,0,244,1000,40.85,6.64,234,37.76,113,null
Texas,Edwards Plateau - South (LMA 10),2001,0,190,915,-8.53,5.5,210,-10.5,140,null
Texas,Edwards Plateau - South (LMA 10),2002,0,206,1125,23,10.76,254,21.08,137,null
Texas,Edwards Plateau - South (LMA 10),2003,0,233,1252,11.25,12.55,277,9.23,141,null
Texas,Edwards Plateau - South (LMA 10),2004,0,302,1405,12.22,14.62,303,9.28,132,null
Texas,Edwards Plateau - South (LMA 10),2005,0,158,1710,21.75,11.33,358,18.07,133,null
Texas,Edwards Plateau - South (LMA 10),2006,0,209,2050,19.89,17.52,416,16.36,141,null
Texas,Edwards Plateau - South (LMA 10),2007,0,417,2491,21.53,17.24,493,18.36,112,null
Texas,Edwards Plateau - South (LMA 10),2008,0,267,2425,-2.67,14.14,471,-4.53,89,null
Texas,Edwards Plateau - South (LMA 10),2009,0,295,2300,-5.15,10.37,443,-5.87,47,null
Texas,Edwards Plateau - South (LMA 10),2010,0,307,2663,15.76,9.26,507,14.43,68,null
Texas,Edwards Plateau - South (LMA 10),2011,0,226,2615,-1.77,4.99,488,-3.78,63,null
Texas,Edwards Plateau - South (LMA 10),2012,0,294,3000,14.71,3.78,549,12.55,83,null
Texas,Edwards Plateau - South (LMA 10),2013,0,167,3028,0.93,4.54,544,-0.81,73,null
Texas,Edwards Plateau - South (LMA 10),2014,0,222,3600,18.9,9.37,636,16.74,93,null
Texas,Edwards Plateau - South (LMA 10),2015,0,193,3752,4.21,7.1,656,3.23,78,null
Texas,Edwards Plateau - South (LMA 10),2016,0,191,3598,-4.09,6.59,623,-5.08,95,null
Texas,Edwards Plateau - South (LMA 10),2017,0,160,3929,9.18,5.54,667,7.17,137,null
Texas,Edwards Plateau - South (LMA 10),2018,0,283,3600,-8.37,3.52,597,-10.52,143,null
Texas,Edwards Plateau - South (LMA 10),2019,0,138,4395,22.09,4.07,716,19.94,156,null
Texas,Edwards Plateau - South (LMA 10),2020,0,189,4226,-3.84,2.41,681,-4.98,140,null
Texas,Rio Grande Plains (LMA 11),1971,0,320,138,15,6.65,111,9.46,24,null
Texas,Rio Grande Plains (LMA 11),1972,0,346,146,5.43,10.96,112,1.08,44,null
Texas,Rio Grande Plains (LMA 11),1973,0,410,215,47.77,16.54,157,40.08,24,null
Texas,Rio Grande Plains (LMA 11),1974,0,425,230,6.98,18.13,154,-1.88,31,null
Texas,Rio Grande Plains (LMA 11),1975,0,806,256,11.09,16.32,157,1.71,null,null
Texas,Rio Grande Plains (LMA 11),1976,0,672,265,3.72,13.94,154,-1.71,null,null
Texas,Rio Grande Plains (LMA 11),1977,0,416,312,17.92,16.52,171,11.04,42,null
Texas,Rio Grande Plains (LMA 11),1978,0,1311,355,13.6,10.55,181,6.16,37,null
Texas,Rio Grande Plains (LMA 11),1979,0,844,390,10,11.17,184,1.54,26,null
Texas,Rio Grande Plains (LMA 11),1980,0,894,451,15.49,12.04,195,5.91,36,null
Texas,Rio Grande Plains (LMA 11),1981,0,1481,500,10.86,13.54,198,1.28,43,null
Texas,Rio Grande Plains (LMA 11),1982,0,890,574,14.9,12.95,214,8.22,46,null
Texas,Rio Grande Plains (LMA 11),1983,0,852,630,9.66,12.16,226,5.55,49,null
Texas,Rio Grande Plains (LMA 11),1984,0,649,672,6.67,11.47,232,2.94,70,null
Texas,Rio Grande Plains (LMA 11),1985,0,403,669,-0.45,8.21,224,-3.5,76,null
Texas,Rio Grande Plains (LMA 11),1986,0,537,550,-17.79,1.92,181,-19.41,72,null
Texas,Rio Grande Plains (LMA 11),1987,0,401,449,-18.36,-4.81,144,-20.33,91,null
Texas,Rio Grande Plains (LMA 11),1988,0,575,432,-3.84,-7.28,134,-7.12,78,null
Texas,Rio Grande Plains (LMA 11),1989,0,743,394,-8.71,-10.12,117,-12.16,82,null
Texas,Rio Grande Plains (LMA 11),1990,0,669,425,7.83,-8.67,122,3.93,56,null
Texas,Rio Grande Plains (LMA 11),1991,0,539,400,-5.88,-6.17,111,-8.96,73,null
Texas,Rio Grande Plains (LMA 11),1992,0,703,335,-16.26,-5.69,91,-18.12,56,null
Texas,Rio Grande Plains (LMA 11),1993,0,582,388,15.84,-2.11,103,13.15,101,null
Texas,Rio Grande Plains (LMA 11),1994,0,603,400,3.09,0.29,104,0.94,77,null
Texas,Rio Grande Plains (LMA 11),1995,0,653,472,18,2.12,120,15.57,59,null
Texas,Rio Grande Plains (LMA 11),1996,0,757,455,-3.6,2.61,114,-5.33,75,null
Texas,Rio Grande Plains (LMA 11),1997,0,712,488,7.36,7.84,120,5.54,80,null
Texas,Rio Grande Plains (LMA 11),1998,0,712,525,7.47,6.23,128,6.28,70,null
Texas,Rio Grande Plains (LMA 11),1999,0,715,594,13.24,8.25,142,11.63,84,null
Texas,Rio Grande Plains (LMA 11),2000,0,741,628,5.55,5.86,147,3.24,96,null
Texas,Rio Grande Plains (LMA 11),2001,0,506,697,11.12,8.91,160,8.73,80,null
Texas,Rio Grande Plains (LMA 11),2002,0,621,800,14.73,10.37,181,12.94,97,null
Texas,Rio Grande Plains (LMA 11),2003,0,594,875,9.44,10.77,194,7.45,112,null
Texas,Rio Grande Plains (LMA 11),2004,0,577,945,7.94,9.71,204,5.11,140,null
Texas,Rio Grande Plains (LMA 11),2005,0,337,1193,26.24,13.71,250,22.43,169,null
Texas,Rio Grande Plains (LMA 11),2006,0,393,1460,22.34,15.92,296,18.74,121,null
Texas,Rio Grande Plains (LMA 11),2007,0,448,1700,16.47,16.27,336,13.43,144,null
Texas,Rio Grande Plains (LMA 11),2008,0,374,1800,5.88,15.51,349,3.85,116,null
Texas,Rio Grande Plains (LMA 11),2009,0,313,1657,-7.92,11.89,319,-8.61,53,null
Texas,Rio Grande Plains (LMA 11),2010,0,388,1687,1.81,7.18,321,0.64,82,null
Texas,Rio Grande Plains (LMA 11),2011,0,298,2000,18.52,6.5,373,16.09,60,null
Texas,Rio Grande Plains (LMA 11),2012,0,200,1912,-4.42,2.37,350,-6.22,73,null
Texas,Rio Grande Plains (LMA 11),2013,0,288,2137,11.79,3.49,384,9.86,90,null
Texas,Rio Grande Plains (LMA 11),2014,0,287,1862,-12.85,2.36,329,-14.43,74,null
Texas,Rio Grande Plains (LMA 11),2015,0,283,2239,20.24,5.82,392,19.1,109,null
Texas,Rio Grande Plains (LMA 11),2016,0,337,2300,2.7,2.83,398,1.64,93,null
Texas,Rio Grande Plains (LMA 11),2017,0,194,2181,-5.15,2.68,371,-6.9,114,null
Texas,Rio Grande Plains (LMA 11),2018,0,204,2330,6.81,1.74,386,4.31,146,null
Texas,Rio Grande Plains (LMA 11),2019,0,276,2236,-4.02,3.73,364,-5.71,138,null
Texas,Rio Grande Plains (LMA 11),2020,0,225,2262,1.17,0.2,364,-0.03,150,null
Texas,North Central Plains (LMA 12),1971,0,162,150,0,3.71,120,-4.82,146,null
Texas,North Central Plains (LMA 12),1972,0,190,170,13,5.05,131,8.33,166,null
Texas,North Central Plains (LMA 12),1973,0,220,200,17.99,8.26,146,11.85,210,null
Texas,North Central Plains (LMA 12),1974,0,212,250,25,10.76,167,14.65,189,null
Texas,North Central Plains (LMA 12),1975,0,180,254,1.6,11.11,156,-6.97,140,null
Texas,North Central Plains (LMA 12),1976,0,199,288,13.39,13.94,167,7.45,171,null
Texas,North Central Plains (LMA 12),1977,0,200,300,4.17,12.1,164,-1.91,144,null
Texas,North Central Plains (LMA 12),1978,0,200,350,16.67,11.84,179,9.02,125,null
Texas,North Central Plains (LMA 12),1979,0,200,375,7.14,8.45,177,-1.1,135,null
Texas,North Central Plains (LMA 12),1980,0,173,453,20.8,12.27,196,10.78,95,null
Texas,North Central Plains (LMA 12),1981,0,200,500,10.49,11.69,198,0.94,86,null
Texas,North Central Plains (LMA 12),1982,0,203,500,-0.1,10.76,186,-5.91,99,null
Texas,North Central Plains (LMA 12),1983,0,174,526,5.3,8.51,189,1.35,110,null
Texas,North Central Plains (LMA 12),1984,0,206,508,-3.51,6.26,176,-6.88,116,null
Texas,North Central Plains (LMA 12),1985,0,220,500,-1.57,1.99,168,-4.6,113,null
Texas,North Central Plains (LMA 12),1986,0,164,458,-8.3,-1.74,151,-10.11,98,null
Texas,North Central Plains (LMA 12),1987,0,182,400,-12.76,-4.36,128,-14.86,82,null
Texas,North Central Plains (LMA 12),1988,0,221,400,0,-5.35,124,-3.41,129,null
Texas,North Central Plains (LMA 12),1989,0,216,380,-5,-5.64,113,-8.59,141,null
Texas,North Central Plains (LMA 12),1990,0,208,362,-4.79,-6.27,104,-8.23,136,null
Texas,North Central Plains (LMA 12),1991,0,220,350,-3.26,-5.26,97,-6.42,141,null
Texas,North Central Plains (LMA 12),1992,0,200,360,3,-2.06,98,0.71,146,null
Texas,North Central Plains (LMA 12),1993,0,192,362,0.28,-2,96,-2.05,150,null
Texas,North Central Plains (LMA 12),1994,0,210,385,6.5,0.26,100,4.28,175,null
Texas,North Central Plains (LMA 12),1995,0,204,395,2.6,1.77,101,0.49,129,null
Texas,North Central Plains (LMA 12),1996,0,206,408,3.29,3.11,102,1.44,133,null
Texas,North Central Plains (LMA 12),1997,0,229,425,4.17,3.35,104,2.4,146,null
Texas,North Central Plains (LMA 12),1998,0,194,400,-5.88,2.04,97,-6.93,132,null
Texas,North Central Plains (LMA 12),1999,0,211,490,22.5,4.94,117,20.76,163,null
Texas,North Central Plains (LMA 12),2000,0,261,551,12.45,6.88,129,9.99,202,null
Texas,North Central Plains (LMA 12),2001,0,213,527,-4.45,5.23,121,-6.5,172,null
Texas,North Central Plains (LMA 12),2002,0,238,510,-3.13,3.71,115,-4.64,179,null
Texas,North Central Plains (LMA 12),2003,0,178,550,7.84,6.58,122,5.88,269,null
Texas,North Central Plains (LMA 12),2004,0,236,625,13.64,4.99,135,10.66,295,null
Texas,North Central Plains (LMA 12),2005,0,240,759,21.4,6.61,159,17.73,302,null
Texas,North Central Plains (LMA 12),2006,0,215,950,25.2,12.53,193,21.52,332,null
Texas,North Central Plains (LMA 12),2007,0,253,1239,30.38,19.42,245,26.97,325,null
Texas,North Central Plains (LMA 12),2008,0,244,1160,-6.35,16.1,225,-8.14,268,null
Texas,North Central Plains (LMA 12),2009,0,208,960,-17.24,8.96,185,-17.86,123,null
Texas,North Central Plains (LMA 12),2010,0,200,1051,9.45,6.73,200,8.2,186,null
Texas,North Central Plains (LMA 12),2011,0,200,1250,18.96,5.64,233,16.53,133,null
Texas,North Central Plains (LMA 12),2012,0,222,1509,20.75,4.03,276,18.48,109,null
Texas,North Central Plains (LMA 12),2013,0,200,1719,13.87,8.18,309,11.91,130,null
